,file,class_id,class_name,group
1,image_00001.jpg,77,passion flower,train
2,image_00002.jpg,77,passion flower,train
3,image_00003.jpg,77,passion flower,train
4,image_00004.jpg,77,passion flower,train
5,image_00005.jpg,77,passion flower,test
6,image_00006.jpg,77,passion flower,test
7,image_00007.jpg,77,passion flower,train
8,image_00008.jpg,77,passion flower,train
9,image_00009.jpg,77,passion flower,train
10,image_00010.jpg,77,passion flower,train
11,image_00011.jpg,77,passion flower,train
12,image_00012.jpg,77,passion flower,train
13,image_00013.jpg,77,passion flower,train
14,image_00014.jpg,77,passion flower,train
15,image_00015.jpg,77,passion flower,train
16,image_00016.jpg,77,passion flower,train
17,image_00017.jpg,77,passion flower,train
18,image_00018.jpg,77,passion flower,train
19,image_00019.jpg,77,passion flower,train
20,image_00020.jpg,77,passion flower,train
21,image_00021.jpg,77,passion flower,train
22,image_00022.jpg,77,passion flower,train
23,image_00023.jpg,77,passion flower,train
24,image_00024.jpg,77,passion flower,test
25,image_00025.jpg,77,passion flower,test
26,image_00026.jpg,77,passion flower,train
27,image_00027.jpg,77,passion flower,train
28,image_00028.jpg,77,passion flower,valid
29,image_00029.jpg,77,passion flower,test
30,image_00030.jpg,77,passion flower,train
31,image_00031.jpg,77,passion flower,train
32,image_00032.jpg,77,passion flower,train
33,image_00033.jpg,77,passion flower,train
34,image_00034.jpg,77,passion flower,train
35,image_00035.jpg,77,passion flower,train
36,image_00036.jpg,77,passion flower,train
37,image_00037.jpg,77,passion flower,train
38,image_00038.jpg,77,passion flower,train
39,image_00039.jpg,77,passion flower,train
40,image_00040.jpg,77,passion flower,train
41,image_00041.jpg,77,passion flower,train
42,image_00042.jpg,77,passion flower,train
43,image_00043.jpg,77,passion flower,train
44,image_00044.jpg,77,passion flower,train
45,image_00045.jpg,77,passion flower,train
46,image_00046.jpg,77,passion flower,train
47,image_00047.jpg,77,passion flower,train
48,image_00048.jpg,77,passion flower,train
49,image_00049.jpg,77,passion flower,train
50,image_00050.jpg,77,passion flower,test
51,image_00051.jpg,77,passion flower,train
52,image_00052.jpg,77,passion flower,train
53,image_00053.jpg,77,passion flower,train
54,image_00054.jpg,77,passion flower,train
55,image_00055.jpg,77,passion flower,train
56,image_00056.jpg,77,passion flower,train
57,image_00057.jpg,77,passion flower,train
58,image_00058.jpg,77,passion flower,train
59,image_00059.jpg,77,passion flower,valid
60,image_00060.jpg,77,passion flower,test
61,image_00061.jpg,77,passion flower,valid
62,image_00062.jpg,77,passion flower,train
63,image_00063.jpg,77,passion flower,valid
64,image_00064.jpg,77,passion flower,train
65,image_00065.jpg,77,passion flower,test
66,image_00066.jpg,77,passion flower,train
67,image_00067.jpg,77,passion flower,train
68,image_00068.jpg,77,passion flower,train
69,image_00069.jpg,77,passion flower,train
70,image_00070.jpg,77,passion flower,train
71,image_00071.jpg,77,passion flower,valid
72,image_00072.jpg,77,passion flower,valid
73,image_00073.jpg,77,passion flower,train
74,image_00074.jpg,77,passion flower,train
75,image_00075.jpg,77,passion flower,train
76,image_00076.jpg,77,passion flower,train
77,image_00077.jpg,77,passion flower,train
78,image_00078.jpg,77,passion flower,valid
79,image_00079.jpg,77,passion flower,train
80,image_00080.jpg,77,passion flower,train
81,image_00081.jpg,77,passion flower,valid
82,image_00082.jpg,77,passion flower,train
83,image_00083.jpg,77,passion flower,train
84,image_00084.jpg,77,passion flower,train
85,image_00085.jpg,77,passion flower,train
86,image_00086.jpg,77,passion flower,train
87,image_00087.jpg,77,passion flower,train
88,image_00088.jpg,77,passion flower,train
89,image_00089.jpg,77,passion flower,train
90,image_00090.jpg,77,passion flower,train
91,image_00091.jpg,77,passion flower,train
92,image_00092.jpg,77,passion flower,test
93,image_00093.jpg,77,passion flower,train
94,image_00094.jpg,77,passion flower,train
95,image_00095.jpg,77,passion flower,train
96,image_00096.jpg,77,passion flower,train
97,image_00097.jpg,77,passion flower,train
98,image_00098.jpg,77,passion flower,train
99,image_00099.jpg,77,passion flower,test
100,image_00100.jpg,77,passion flower,train
101,image_00101.jpg,77,passion flower,train
102,image_00102.jpg,77,passion flower,train
103,image_00103.jpg,77,passion flower,train
104,image_00104.jpg,77,passion flower,valid
105,image_00105.jpg,77,passion flower,train
106,image_00106.jpg,77,passion flower,train
107,image_00107.jpg,77,passion flower,train
108,image_00108.jpg,77,passion flower,train
109,image_00109.jpg,77,passion flower,train
110,image_00110.jpg,77,passion flower,train
111,image_00111.jpg,77,passion flower,train
112,image_00112.jpg,77,passion flower,valid
113,image_00113.jpg,77,passion flower,train
114,image_00114.jpg,77,passion flower,test
115,image_00115.jpg,77,passion flower,train
116,image_00116.jpg,77,passion flower,test
117,image_00117.jpg,77,passion flower,train
118,image_00118.jpg,77,passion flower,train
119,image_00119.jpg,77,passion flower,train
120,image_00120.jpg,77,passion flower,train
121,image_00121.jpg,77,passion flower,train
122,image_00122.jpg,77,passion flower,train
123,image_00123.jpg,77,passion flower,train
124,image_00124.jpg,77,passion flower,train
125,image_00125.jpg,77,passion flower,train
126,image_00126.jpg,77,passion flower,train
127,image_00127.jpg,77,passion flower,train
128,image_00128.jpg,77,passion flower,train
129,image_00129.jpg,77,passion flower,train
130,image_00130.jpg,77,passion flower,train
131,image_00131.jpg,77,passion flower,train
132,image_00132.jpg,77,passion flower,test
133,image_00133.jpg,77,passion flower,train
134,image_00134.jpg,77,passion flower,train
135,image_00135.jpg,77,passion flower,train
136,image_00136.jpg,77,passion flower,train
137,image_00137.jpg,77,passion flower,valid
138,image_00138.jpg,77,passion flower,train
139,image_00139.jpg,77,passion flower,train
140,image_00140.jpg,77,passion flower,train
141,image_00141.jpg,77,passion flower,train
142,image_00142.jpg,77,passion flower,train
143,image_00143.jpg,77,passion flower,valid
144,image_00144.jpg,77,passion flower,train
145,image_00145.jpg,77,passion flower,train
146,image_00146.jpg,77,passion flower,train
147,image_00147.jpg,77,passion flower,train
148,image_00148.jpg,77,passion flower,train
149,image_00149.jpg,77,passion flower,train
150,image_00150.jpg,77,passion flower,train
151,image_00151.jpg,77,passion flower,train
152,image_00152.jpg,77,passion flower,train
153,image_00153.jpg,77,passion flower,train
154,image_00154.jpg,77,passion flower,train
155,image_00155.jpg,77,passion flower,train
156,image_00156.jpg,77,passion flower,train
157,image_00157.jpg,77,passion flower,train
158,image_00158.jpg,77,passion flower,train
159,image_00159.jpg,77,passion flower,train
160,image_00160.jpg,77,passion flower,valid
161,image_00161.jpg,77,passion flower,train
162,image_00162.jpg,77,passion flower,train
163,image_00163.jpg,77,passion flower,train
164,image_00164.jpg,77,passion flower,train
165,image_00165.jpg,77,passion flower,train
166,image_00166.jpg,77,passion flower,train
167,image_00167.jpg,77,passion flower,train
168,image_00168.jpg,77,passion flower,train
169,image_00169.jpg,77,passion flower,train
170,image_00170.jpg,77,passion flower,train
171,image_00171.jpg,77,passion flower,train
172,image_00172.jpg,77,passion flower,train
173,image_00173.jpg,77,passion flower,train
174,image_00174.jpg,77,passion flower,valid
175,image_00175.jpg,77,passion flower,train
176,image_00176.jpg,77,passion flower,test
177,image_00177.jpg,77,passion flower,test
178,image_00178.jpg,77,passion flower,valid
179,image_00179.jpg,77,passion flower,train
180,image_00180.jpg,77,passion flower,train
181,image_00181.jpg,77,passion flower,train
182,image_00182.jpg,77,passion flower,train
183,image_00183.jpg,77,passion flower,train
184,image_00184.jpg,77,passion flower,train
185,image_00185.jpg,77,passion flower,train
186,image_00186.jpg,77,passion flower,train
187,image_00187.jpg,77,passion flower,test
188,image_00188.jpg,77,passion flower,valid
189,image_00189.jpg,77,passion flower,train
190,image_00190.jpg,77,passion flower,train
191,image_00191.jpg,77,passion flower,test
192,image_00192.jpg,77,passion flower,train
193,image_00193.jpg,77,passion flower,train
194,image_00194.jpg,77,passion flower,train
195,image_00195.jpg,77,passion flower,train
196,image_00196.jpg,77,passion flower,train
197,image_00197.jpg,77,passion flower,train
198,image_00198.jpg,77,passion flower,train
199,image_00199.jpg,77,passion flower,train
200,image_00200.jpg,77,passion flower,valid
201,image_00201.jpg,77,passion flower,train
202,image_00202.jpg,77,passion flower,test
203,image_00203.jpg,77,passion flower,test
204,image_00204.jpg,77,passion flower,test
205,image_00205.jpg,77,passion flower,train
206,image_00206.jpg,77,passion flower,train
207,image_00207.jpg,77,passion flower,train
208,image_00208.jpg,77,passion flower,train
209,image_00209.jpg,77,passion flower,train
210,image_00210.jpg,77,passion flower,train
211,image_00211.jpg,77,passion flower,train
212,image_00212.jpg,77,passion flower,test
213,image_00213.jpg,77,passion flower,train
214,image_00214.jpg,77,passion flower,train
215,image_00215.jpg,77,passion flower,train
216,image_00216.jpg,77,passion flower,train
217,image_00217.jpg,77,passion flower,train
218,image_00218.jpg,77,passion flower,valid
219,image_00219.jpg,77,passion flower,train
220,image_00220.jpg,77,passion flower,train
221,image_00221.jpg,77,passion flower,train
222,image_00222.jpg,77,passion flower,test
223,image_00223.jpg,77,passion flower,train
224,image_00224.jpg,77,passion flower,train
225,image_00225.jpg,77,passion flower,train
226,image_00226.jpg,77,passion flower,train
227,image_00227.jpg,77,passion flower,train
228,image_00228.jpg,77,passion flower,train
229,image_00229.jpg,77,passion flower,train
230,image_00230.jpg,77,passion flower,train
231,image_00231.jpg,77,passion flower,valid
232,image_00232.jpg,77,passion flower,train
233,image_00233.jpg,77,passion flower,train
234,image_00234.jpg,77,passion flower,train
235,image_00235.jpg,77,passion flower,train
236,image_00236.jpg,77,passion flower,train
237,image_00237.jpg,77,passion flower,train
238,image_00238.jpg,77,passion flower,train
239,image_00239.jpg,77,passion flower,test
240,image_00240.jpg,77,passion flower,train
241,image_00241.jpg,77,passion flower,train
242,image_00242.jpg,77,passion flower,train
243,image_00243.jpg,77,passion flower,train
244,image_00244.jpg,77,passion flower,train
245,image_00245.jpg,77,passion flower,valid
246,image_00246.jpg,77,passion flower,valid
247,image_00247.jpg,77,passion flower,train
248,image_00248.jpg,77,passion flower,test
249,image_00249.jpg,77,passion flower,train
250,image_00250.jpg,77,passion flower,train
251,image_00251.jpg,77,passion flower,test
252,image_00252.jpg,73,water lily,train
253,image_00253.jpg,73,water lily,train
254,image_00254.jpg,73,water lily,train
255,image_00255.jpg,73,water lily,train
256,image_00256.jpg,73,water lily,train
257,image_00257.jpg,73,water lily,train
258,image_00258.jpg,73,water lily,test
